1,CUS_0002,2017-01-02 00:00:00,WAIT,,,830.000,
2,CUS_0012,2017-01-02 00:00:00,COMP,2017-01-02 00:00:00,CARD,300.000,300.000
3,CUS_0022,2017-01-02 00:00:00,COMP,2017-01-02 00:00:00,BANK,1100.000,1100.000
4,CUS_0032,2017-01-02 00:00:00,COMP,2017-01-02 00:00:00,BANK,500.000,500.000
5,CUS_0042,2017-01-02 00:00:00,COMP,2017-01-02 00:00:00,BANK,1100.000,1100.000
6,CUS_0052,2017-01-02 00:00:00,COMP,2017-01-02 00:00:00,CARD,700.000,700.000
7,CUS_0062,2017-01-02 00:00:00,COMP,2017-01-02 00:00:00,CARD,800.000,800.000
8,CUS_0072,2017-01-02 00:00:00,COMP,2017-01-02 00:00:00,CARD,630.000,630.000
9,CUS_0082,2017-01-02 00:00:00,COMP,2017-01-02 00:00:00,CARD,1000.000,1000.000
10,CUS_0003,2017-01-03 00:00:00,COMP,2017-01-03 00:00:00,CARD,1100.000,1100.000
11,CUS_0013,2017-01-03 00:00:00,WAIT,,,3230.000,
12,CUS_0023,2017-01-03 00:00:00,COMP,2017-01-03 00:00:00,CARD,1300.000,1300.000
13,CUS_0033,2017-01-03 00:00:00,COMP,2017-01-03 00:00:00,BANK,4100.000,4100.000
14,CUS_0043,2017-01-03 00:00:00,COMP,2017-01-03 00:00:00,BANK,1500.000,1500.000
15,CUS_0053,2017-01-03 00:00:00,COMP,2017-01-03 00:00:00,BANK,4100.000,4100.000
16,CUS_0063,2017-01-03 00:00:00,COMP,2017-01-03 00:00:00,CARD,1700.000,1700.000
17,CUS_0073,2017-01-03 00:00:00,COMP,2017-01-03 00:00:00,CARD,1800.000,1800.000
18,CUS_0083,2017-01-03 00:00:00,COMP,2017-01-03 00:00:00,CARD,1330.000,1330.000
19,CUS_0004,2017-01-04 00:00:00,COMP,2017-01-04 00:00:00,CARD,2000.000,2000.000
20,CUS_0014,2017-01-04 00:00:00,COMP,2017-01-04 00:00:00,CARD,2100.000,2100.000
21,CUS_0024,2017-01-04 00:00:00,WAIT,,,3530.000,
22,CUS_0034,2017-01-04 00:00:00,COMP,2017-01-04 00:00:00,CARD,2300.000,2300.000
23,CUS_0044,2017-01-04 00:00:00,COMP,2017-01-04 00:00:00,BANK,4100.000,4100.000
24,CUS_0054,2017-01-04 00:00:00,COMP,2017-01-04 00:00:00,BANK,2500.000,2500.000
25,CUS_0064,2017-01-04 00:00:00,COMP,2017-01-04 00:00:00,BANK,4100.000,4100.000
26,CUS_0074,2017-01-04 00:00:00,COMP,2017-01-04 00:00:00,CARD,2700.000,2700.000
27,CUS_0084,2017-01-04 00:00:00,COMP,2017-01-04 00:00:00,CARD,2800.000,2800.000
28,CUS_0005,2017-01-05 00:00:00,COMP,2017-01-05 00:00:00,CARD,2030.000,2030.000
29,CUS_0015,2017-01-05 00:00:00,COMP,2017-01-05 00:00:00,CARD,3000.000,3000.000
30,CUS_0025,2017-01-05 00:00:00,COMP,2017-01-05 00:00:00,CARD,3100.000,3100.000
31,CUS_0035,2017-01-05 00:00:00,WAIT,,,3830.000,
32,CUS_0045,2017-01-05 00:00:00,COMP,2017-01-05 00:00:00,CARD,3300.000,3300.000
33,CUS_0055,2017-01-05 00:00:00,COMP,2017-01-05 00:00:00,BANK,4100.000,4100.000
34,CUS_0065,2017-01-05 00:00:00,COMP,2017-01-05 00:00:00,BANK,3500.000,3500.000
35,CUS_0075,2017-01-05 00:00:00,COMP,2017-01-05 00:00:00,BANK,4100.000,4100.000
36,CUS_0085,2017-01-05 00:00:00,COMP,2017-01-05 00:00:00,CARD,3700.000,3700.000
37,CUS_0006,2017-01-06 00:00:00,COMP,2017-01-06 00:00:00,CARD,3800.000,3800.000
38,CUS_0016,2017-01-06 00:00:00,COMP,2017-01-06 00:00:00,CARD,2730.000,2730.000
39,CUS_0026,2017-01-06 00:00:00,COMP,2017-01-06 00:00:00,CARD,4000.000,4000.000
40,CUS_0036,2017-01-06 00:00:00,COMP,2017-01-06 00:00:00,CARD,100.000,100.000
41,CUS_0046,2017-01-06 00:00:00,WAIT,,,2930.000,
42,CUS_0056,2017-01-06 00:00:00,COMP,2017-01-06 00:00:00,CARD,300.000,300.000
43,CUS_0066,2017-01-06 00:00:00,COMP,2017-01-06 00:00:00,BANK,4100.000,4100.000
44,CUS_0076,2017-01-06 00:00:00,COMP,2017-01-06 00:00:00,BANK,500.000,500.000
45,CUS_0086,2017-01-06 00:00:00,COMP,2017-01-06 00:00:00,BANK,4100.000,4100.000
46,CUS_0007,2017-01-07 00:00:00,COMP,2017-01-07 00:00:00,CARD,700.000,700.000
47,CUS_0017,2017-01-07 00:00:00,COMP,2017-01-07 00:00:00,CARD,800.000,800.000
48,CUS_0027,2017-01-07 00:00:00,COMP,2017-01-07 00:00:00,CARD,630.000,630.000
49,CUS_0037,2017-01-07 00:00:00,COMP,2017-01-07 00:00:00,CARD,1000.000,1000.000
50,CUS_0047,2017-01-07 00:00:00,COMP,2017-01-07 00:00:00,CARD,1100.000,1100.000
51,CUS_0057,2017-01-07 00:00:00,WAIT,,,3230.000,
52,CUS_0067,2017-01-07 00:00:00,COMP,2017-01-07 00:00:00,CARD,1300.000,1300.000
53,CUS_0077,2017-01-07 00:00:00,COMP,2017-01-07 00:00:00,BANK,4100.000,4100.000
54,CUS_0087,2017-01-07 00:00:00,COMP,2017-01-07 00:00:00,BANK,1500.000,1500.000
55,CUS_0008,2017-01-08 00:00:00,COMP,2017-01-08 00:00:00,BANK,4100.000,4100.000
56,CUS_0018,2017-01-08 00:00:00,COMP,2017-01-08 00:00:00,CARD,1700.000,1700.000
57,CUS_0028,2017-01-08 00:00:00,COMP,2017-01-08 00:00:00,CARD,1800.000,1800.000
58,CUS_0038,2017-01-08 00:00:00,COMP,2017-01-08 00:00:00,CARD,1330.000,1330.000
59,CUS_0048,2017-01-08 00:00:00,COMP,2017-01-08 00:00:00,CARD,2000.000,2000.000
60,CUS_0058,2017-01-08 00:00:00,COMP,2017-01-08 00:00:00,CARD,2100.000,2100.000
61,CUS_0068,2017-01-08 00:00:00,WAIT,,,3530.000,
62,CUS_0078,2017-01-08 00:00:00,COMP,2017-01-08 00:00:00,CARD,2300.000,2300.000
63,CUS_0088,2017-01-08 00:00:00,COMP,2017-01-08 00:00:00,BANK,4100.000,4100.000
64,CUS_0009,2017-01-09 00:00:00,COMP,2017-01-09 00:00:00,BANK,2500.000,2500.000
65,CUS_0019,2017-01-09 00:00:00,COMP,2017-01-09 00:00:00,BANK,4100.000,4100.000
66,CUS_0029,2017-01-09 00:00:00,COMP,2017-01-09 00:00:00,CARD,2700.000,2700.000
